seed_code
1002732.0
1003232.0
1004166.0
1004522.0
1004743.0
1005014.0
1005979.0
1006495.0
5102030.0
5102138.0
5109434.0
5109531.0
5110432.0
5119030.0
5119138.0
5119332.0
5119634.0
5119839.0
5119936.0
5120136.0
5123437.0
5128234.0
5130239.0
5135532.0
5135834.0
5135931.0
5142431.0
5142539.0
5142636.0
5142830.0
5142938.0
5143837.0
5143934.0
5146038.0
5150132.0
5153131.0
5153239.0
5202736.0
5202930.0
5203031.0
5203139.0
5208734.0
5208831.0
5208939.0
5210038.0
5213231.0
5219736.0
5220734.0
5221234.0
5222133.0
5230934.0
5231132.0
5231434.0
5231639.0
5232333.0
5232937.0
5233038.0
5234034.0
5235634.0
5235839.0
5243238.0
5243335.0
5243432.0
5244234.0
5244439.0
5246237.0
5246431.0
5251834.0
5251931.0
5252032.0
5257530.0
5258030.0
5307031.0
5307139.0
5307236.0
5307430.0
5307538.0
5307732.0
5308038.0
5329434.0
5329531.0
5330432.0
5331137.0
5339537.0
5349834.0
5350034.0
5350131.0
5350336.0
5350530.0
5350638.0
5350832.0
5351030.0
5351332.0
5406439.0
5406536.0
5406730.0
5406838.0
5407036.0
5407338.0
5426138.0
5426332.0
5426537.0
5446139.0
5446236.0
5446430.0
5446732.0
5447232.0
5447437.0
5502330.0
5502535.0
5502632.0
5509238.0
5509432.0
5510031.0
5510236.0
5510430.0
5512131.0
5531438.0
5531632.0
5532132.0
5532434.0
5532531.0
5532639.0
5532736.0
5532930.0
5533139.0
5533236.0
5533430.0
5533538.0
5533937.0
5534534.0
5534631.0
5540739.0
5541638.0
5545838.0
5546036.0
5546532.0
5546834.0
5547938.0
5555930.0
5619734.0
5702534.0
5702631.0
5702836.0
5722330.0
5722438.0
5726034.0
5726131.0
5726239.0
5726530.0
5745438.0
5745632.0
5746132.0
5746531.0
5746639.0
5747031.0
5902932.0
5903130.0
5918030.0
5918138.0
5918332.0
5918731.0
5939038.0
5939232.0
5939631.0
5939739.0
5941326.0
5948339.0
5948533.0
5948630.0
5948738.0
6103030.0
6103138.0
6103332.0
6103634.0
6103731.0
6103839.0
6203132.0
6204139.0
6233139.0
6233430.0
8109931.0
8110034.0
8110131.0
8110239.0
8110336.0
8110530.0
8110638.0
8111030.0
8130434.0
8200831.0
8214638.0
8215030.0
8215138.0
8215634.0
8215839.0
8216134.0
8217831.0
8223831.0
8224234.0
8224730.0
8235538.0
8235732.0
8236534.0
8236739.0
8236836.0
8237832.0
8238030.0
8244138.0
8304130.0
8304734.0
8304831.0
8314136.0
8325634.0
8325731.0
8325936.0
8338132.0
8340030.0
8342334.0
8357331.0
8358532.0
8431639.0
8432031.0
8432236.0
8433232.0
8433836.0
8434034.0
8434239.0
8434336.0
8434638.0
8435138.0
8435634.0
8435731.0
8436339.0
8436932.0
8437130.0
8439532.0
8458138.0
8458332.0
8458634.0
8459932.0
8505438.0
8505632.0
8506132.0
8516634.0
8516839.0
8516936.0
8517231.0
8517738.0
8517932.0
8519234.0
8524734.0
8525234.0
8525331.0
8530033.0
8530130.0
8533431.0
8533830.0
8549834.0
8549931.0
8550131.0
8601739.0
8601836.0
8602034.0
8602239.0
8627932.0
8628130.0
8628432.0
8628734.0
8628831.0
8628939.0
8630534.0
8633436.0
8640033.0
8640130.0
8645531.0
